study,es,hat,rstudent,cook_d,comparison
1,-0.7789729918304483,0.003794701393769872,-0.23187255388751096,0.00023515153042300948,Strong Synergy
1,-2.443245276374985,0.0037791449866164577,-1.7734308037466777,0.011750875092306975,Strong Synergy
1,-2.3948793270684834,0.0037798211324440696,-1.7287718906504543,0.011182513791394863,Strong Synergy
1,-2.400966142776062,0.003779736770429489,-1.7343927881855108,0.011253292913545975,Strong Synergy
1,-2.104507280331929,0.0037836007118028543,-1.460432784123631,0.008057514988371607,Strong Synergy
3,0.6845019832596809,0.0036591708423353783,1.1065934159993158,0.004541804081556323,Strong Synergy
3,0.0,0.0036635875114394392,0.48280656083650997,0.0008521841223635282,Strong Synergy
3,-0.3305916857626734,0.0036625563398875525,0.18119031168945043,0.0001161250521295183,Strong Synergy
3,-0.6158668129401093,0.003660011336219409,-0.07899515168566619,2.5622868351911653e-05,Strong Synergy
3,1.7909404962213364,0.0036335642469624016,2.1079471491165958,0.0165334823939675,Strong Synergy
3,0.612463449058559,0.0036600507138205623,1.0410391812778819,0.004016432377995569,Strong Synergy
6,2.8859575726458204,0.003777084369836429,3.1634873968614854,0.0414109005144915,Strong Synergy
6,1.9667608033918405,0.0037884522724038437,2.3155131143046632,0.021960658569119655,Strong Synergy
6,1.2881840470828407,0.0037966395943758785,1.6878238860681745,0.011511193650062269,Strong Synergy
6,2.080299819761498,0.003791091972213467,2.4216855708891836,0.024220992603923894,Strong Synergy
6,0.2955443681295548,0.003772490968123649,0.76352584522928,0.0022149490390194894,Strong Synergy
6,0.4283596180373154,0.003771260667847502,0.8863330696087879,0.0030034895737882463,Strong Synergy
6,0.3116392556830937,0.003771628398709028,0.7783364559515237,0.002303169806774467,Strong Synergy
6,0.4090101283106936,0.0037721701204780265,0.8685281872022239,0.002882374555663932,Strong Synergy
8,0.0435574384465303,0.0037682241866967134,0.529952658591067,0.0010481581835348685,Strong Synergy
8,0.0303876887834638,0.0038303724405441787,0.5220200889758095,0.0009587110726164675,Strong Synergy
8,-0.4569305657968491,0.003767275173577306,0.06688682652372309,1.2467663772199306e-05,Strong Synergy
8,-0.3897535567221752,0.0037459003419303403,0.12866538849721423,5.567895421223003e-05,Strong Synergy
10,3.0674880219289293,0.003616361441329894,3.2599841585399605,0.03968334173784228,Strong Synergy
10,1.9546319084310464,0.003671990733275373,2.2685669066129885,0.019461350526171258,Strong Synergy
10,5.21932755364222,0.0034496195893249327,5.088825109591365,0.09191852184318927,Strong Synergy
10,-0.0179074278387426,0.0036383096431856126,0.46485799969914576,0.0007847957973093048,Strong Synergy
10,-0.1546940426873536,0.0036377333696212756,0.3404751803310247,0.00041801189212346904,Strong Synergy
10,-0.0828234047663866,0.003638150016916196,0.40583249162736124,0.00059641563444712,Strong Synergy
15,-2.293528601715002,0.003569178322219118,-1.5886499837411532,0.009043052416775074,Strong Synergy
15,-0.6646320744021443,0.0036478658480073767,-0.12325577576693447,5.9650471738108015e-05,Strong Synergy
16,-0.1290034561303754,0.003779047035715954,0.3708286731370567,0.0005014584193137049,Strong Synergy
16,0.2160377702825742,0.003778156385470121,0.6904416273429967,0.001804828790236616,Strong Synergy
23,-3.694115798509209,0.0037835498441733135,-2.934135267340704,0.031001565456170374,Strong Synergy
23,-3.775081457671517,0.003786693275814527,-3.010447613742317,0.032479633693102,Strong Synergy
23,-3.701220148041094,0.0037838765794400596,-2.940848621227588,0.03113017465406921,Strong Synergy
23,0.1730621425712151,0.0037762704733888142,0.6504652980242454,0.0015965415993721447,Strong Synergy
23,-0.0764141804839343,0.00378099786389756,0.4196629928665869,0.0006475167281462225,Strong Synergy
23,0.0796329057368162,0.0037791299476725567,0.5641446952506248,0.00119215725820581,Strong Synergy
23,-0.2604964424591472,0.0037786348316894867,0.2489816452398431,0.00021837938723158435,Strong Synergy
23,-0.1474735582638843,0.0037776990514851168,0.3536523029803345,0.0004547172475839928,Strong Synergy
23,-0.3956888308473038,0.00377981883664153,0.12374676990836335,4.8460456248183426e-05,Strong Synergy
24,-0.2049562389951714,0.0033831893609974667,0.2842837562639335,0.0002726005280587959,Strong Synergy
24,-0.1964613334412769,0.0033833615692965948,0.2917384064077792,0.00028719800876502626,Strong Synergy
