Paper_Name,Paper_ID,Exp_ID,Treatment_ID,Measure_ID,Exp_ID_Cleaned,ES_ID,Title,Authors,Year,Industry,Venue,Exp_Design,Comp_Type,Task_Desc,Marketing_Task,Task_Data_Cleaned,Task_Data_IsCategoric,Task_Data_IsCode,Task_Data_IsImage,Task_Data_IsNumeric,Task_Data_IsText,Task_Data_IsVideo,Task_Output,Task_Output_Cleaned,Task_Type,AI_Type,AI_Data_In,AI_Data_Out,AI_Type_Cleaned,Final_Decision,Division_Labor,Condition_Name,AI_Expl_Incl,AI_Conf_Incl,AI_Expl_Type,Perf_Metric,Perf_Metric_Cleaned,Perf_Dir,N_Exp,N_Human,N_HumanAI,Participant_Type,Participant_Type_2,Participant_Source,Participant_Expert,Participant_Crowdworker,Avg_Perf_Human,Avg_Perf_AI,Avg_Perf_HumanAI,Avg_Perf_Human_Adj,Avg_Perf_AI_Adj,Avg_Perf_HumanAI_Adj,Baseline,Avg_Perf_Baseline_Adj,Avg_Perf_Worse_Adj,Synergy,Sd_Perf_Human,Sd_Perf_AI,Sd_Perf_HumanAI,Sd_Perf_Baseline,Sd_Perf_Worse,Est_ES,Notes,Notes_2,es_s,variance_s,es_h,variance_h,es_a,variance_a,es_n,variance_n
Lee_2021,44,1,2,1,44.1,44.1.2.1,A human-AI collaborative approach for clinical decision making on rehabilitation assessment,"Lee, Min Hun; Siewiorek, Daniel P; Smailagic, Asim; Bernardino, Alexandre; Berm̼dez i Badia, Sergi",2021,Healthcare,Proceedings of the 2021 CHI conference on human factors in computing systems,Other,Dependent Samples,Classify patient motions,Video,Video,No,No,No,No,No,Yes,Binary,Binary,Decide,Deep,Text,Binary,Deep,Human,Yes,"H = traditional, AI = Non-Interactive HM1, HAI = Interactive HM 10",Yes,Yes,"Image, Numeric, Text",F1-Score,Accuracy,Up,5,5,5,Therapists,Specialists (Expert),Not Specified,Yes,No,0.7455,0.8684,0.9329,0.7455,0.8684,0.9329,AI,0.8684,0.7455,1,0.2054,0.0576,0.0266,0.0576,0.2054,No,,,1.298586382666733,0.39511342607211325,1.1557632441963197,0.380814688994901,1.298586382666733,0.39511342607211325,1.1557632441963197,0.380814688994901
Kiani_2020,48,1,1,1,48.1,48.1.1.1,Impact of a deep learning assistant on the histopathologic classification of liver cancer,"Kiani, Amirhossein; Uyumazturk, Bora; Rajpurkar, Pranav; Wang, Alex; Gao, Rebecca; Jones, Erik; Yu, Yifan; Langlotz, Curtis P; Ball, Robyn L; Montine, Thomas J; others",2020,Healthcare,Proceedings of the ACM on Human-Computer Interaction,Within-Subjects,Dependent Samples,Predict recidivism,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Continuous,Deep,Human,No,,Yes,Yes,Image,Accuracy,Accuracy,Up,11,11,11,Physicians,Specialists (Expert),Not Specified,Yes,No,0.8977,0.842,0.9136,0.8977,0.842,0.9136,Human,0.8977,0.842,1,0.0781,0.0489,0.0583,0.07812035,0.0489,No,"Followed replication code on Github, which involved excluding a large number of participants, and only considering one condition",,0.22192102214524645,0.1693073002499755,0.22195815677575825,0.16930764695824999,1.280181329126571,0.2027431494950042,1.280181329126571,0.2027431494950042
Zhang_2022,49,1,1,1,49.1,49.1.1.1,You complete me: Human-AI teams and complementary expertise,"Zhang, Qiaoning; Lee, Matthew; Carter, Scott",2022,Healthcare,Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems,"Mixed, Within-Subjects",Dependent Samples,Classify liver images,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,HAI = Level 0,No,No,,Accuracy,Accuracy,Up,160,45,45,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.6661,0.5,0.6662,0.6661,0.5,0.6662,Human,0.6661,0.5,1,0.0566,0.0,0.0555,0.05664,0.0,No,,,0.0017681501064229423,0.04368797415127725,0.00176878726524416,0.0436879741635841,,,,
Bai_2020,52,1,1,1,52.1,52.1.1.1,Artificial Intelligence Augmentation of Radiologist Performance in Distinguishing COVID-19 from Pneumonia of Other Origin at Chest CT,"Bai, Harrison X.; Wang, Robin; Xiong, Zeng; Hsieh, Ben; Chang, Ken; Halsey, Kasey; Thi My Linh Tran; Choi, Ji Whae; Wang, Dong-Cui; Shi, Lin-Bo; Mei, Ji; Jiang, Xiao-Long; Pan, Ian; Zeng, Qiu-Hua; Hu, Ping-Feng; Li, Yi-Hui; Fu, Fei-Xian; Huang, Raymond Y.; Sebro, Ronnie; Yu, Qi-Zhi; Atalay, Michael K.; Liao, Wei-Hua",2020,Healthcare,Radiology,Within-Subjects,Dependent Samples,Classify CT images,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,HAI = Delegation,Yes,No,Image,Accuracy,Accuracy,Up,6,6,6,Radiologists,Specialists (Expert),Hospital,Yes,No,0.8457,0.96,0.8986,0.8457,0.96,0.8986,AI,0.96,0.8457,0,0.0469,0.0,0.0334,0.0,0.0469,No,,,,,1.1993768494528827,0.3350948459291192,,,1.1993768494528827,0.3350948459291192
Bai_2020,52,1,1,2,52.1,52.1.1.2,Artificial Intelligence Augmentation of Radiologist Performance in Distinguishing COVID-19 from Pneumonia of Other Origin at Chest CT,"Bai, Harrison X.; Wang, Robin; Xiong, Zeng; Hsieh, Ben; Chang, Ken; Halsey, Kasey; Thi My Linh Tran; Choi, Ji Whae; Wang, Dong-Cui; Shi, Lin-Bo; Mei, Ji; Jiang, Xiao-Long; Pan, Ian; Zeng, Qiu-Hua; Hu, Ping-Feng; Li, Yi-Hui; Fu, Fei-Xian; Huang, Raymond Y.; Sebro, Ronnie; Yu, Qi-Zhi; Atalay, Michael K.; Liao, Wei-Hua",2020,Healthcare,Radiology,Within-Subjects,Dependent Samples,Classify CT images,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,HAI = Inversion,Yes,No,Image,Sensitivity,Accuracy,Up,6,6,6,Radiologists,Specialists (Expert),Hospital,Yes,No,0.8157,0.95,0.8814,0.8157,0.95,0.8814,AI,0.95,0.8157,0,0.166,0.0,0.0581,0.0,0.166,No,,,,,0.48765984720974426,0.292466702718839,,,0.48765984720974426,0.292466702718839
Bai_2020,52,1,1,3,52.1,52.1.1.3,Artificial Intelligence Augmentation of Radiologist Performance in Distinguishing COVID-19 from Pneumonia of Other Origin at Chest CT,"Bai, Harrison X.; Wang, Robin; Xiong, Zeng; Hsieh, Ben; Chang, Ken; Halsey, Kasey; Thi My Linh Tran; Choi, Ji Whae; Wang, Dong-Cui; Shi, Lin-Bo; Mei, Ji; Jiang, Xiao-Long; Pan, Ian; Zeng, Qiu-Hua; Hu, Ping-Feng; Li, Yi-Hui; Fu, Fei-Xian; Huang, Raymond Y.; Sebro, Ronnie; Yu, Qi-Zhi; Atalay, Michael K.; Liao, Wei-Hua",2020,Healthcare,Radiology,Within-Subjects,Dependent Samples,Classify CT images,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,,Yes,No,Image,Specificity,Accuracy,Up,6,6,6,Radiologists,Specialists (Expert),Hospital,Yes,No,0.8757,0.96,0.9129,0.8757,0.96,0.9129,AI,0.96,0.8757,0,0.083,0.0,0.0668,0.0,0.083,No,,,,,0.4557998505132989,0.29139953267673185,,,0.4557998505132989,0.29139953267673185
Guermazi_2022,53,1,1,1,53.1,53.1.1.1,Improving Radiographic Fracture Recognition Performance and Efficiency Using Artificial Intelligence,"Guermazi, Ali; Tannoury, Chadi; Kompel, Andrew J.; Murakami, Akira M.; Ducarouge, Alexis; Gillibert, Andre; Li, Xinning; Tournier, Antoine; Lahoud, Youmna; Jarraya, Mohamed; Lacave, Elise; Rahimi, Hamza; Pourchot, Alois; Parisien, Robert L.; Merritt, Alexander C.; Comeau, Douglas; Regnard, Nor-Eddine; Hayashi, Daichi",2022,Healthcare,Radiology,Within-Subjects,Dependent Samples,Detect fractures,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,,Yes,No,Image,Sensitivity,Accuracy,Up,24,24,24,Medical Professionals,Specialists (Expert),Not Specified,Yes,No,0.648,0.88,0.752,0.648,0.88,0.752,AI,0.88,0.648,0,0.094,0.0,0.059,0.0,0.094,No,,,,,1.3035187478643142,0.09774752545720655,,,1.3035187478643142,0.09774752545720655
Guermazi_2022,53,1,1,2,53.1,53.1.1.2,Improving Radiographic Fracture Recognition Performance and Efficiency Using Artificial Intelligence,"Guermazi, Ali; Tannoury, Chadi; Kompel, Andrew J.; Murakami, Akira M.; Ducarouge, Alexis; Gillibert, Andre; Li, Xinning; Tournier, Antoine; Lahoud, Youmna; Jarraya, Mohamed; Lacave, Elise; Rahimi, Hamza; Pourchot, Alois; Parisien, Robert L.; Merritt, Alexander C.; Comeau, Douglas; Regnard, Nor-Eddine; Hayashi, Daichi",2022,Healthcare,Radiology,Within-Subjects,Dependent Samples,Detect fractures,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,,Yes,No,Image,Specificity,Accuracy,Up,24,24,24,Medical Professionals,Specialists (Expert),Not Specified,Yes,No,0.906,0.88,0.956,0.906,0.88,0.956,Human,0.906,0.88,1,0.08,0.0,0.028,0.08,0.0,No,,,0.8205843986877037,0.08740955477730777,0.8205843986877037,0.08740955477730777,,,,
Lee_2022,54,1,1,1,54.1,54.1.1.1,Localization-adjusted diagnostic performance and assistance effect of a computer-aided detection system for pneumothorax and consolidation,"Lee, Sun Yeop; Ha, Sangwoo; Jeon, Min Gyeong; Li, Hao; Choi, Hyunju; Kim, Hwa Pyung; Choi, Ye Ra; Hoseok, I; Jeong, Yeon Joo; Park, Yoon Ha; Ahn, Hyemin; Hong, Sang Hyup; Koo, Hyun Jung; Lee, Choong Wook; Kim, Min Jae; Kim, Yeon Joo; Kim, Kyung Won; Choi, Jong Mun",2022,Healthcare,NPJ Digital Medicine,Within-Subjects,Dependent Samples,Detect consolidation in chest radiographs,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,,Yes,No,Image,Sensitivity,Accuracy,Up,6,6,6,Medical Professionals,Specialists (Expert),Not Specified,Yes,No,0.9672,0.933,0.9675,0.9672,0.933,0.9675,Human,0.9672,0.933,1,0.0213,0.0425,0.0331,0.021292409,0.0425,No,,,0.00995065585643586,0.28402718398409377,0.009949617515334836,0.2840271832504865,0.8360529018281199,0.3088396847806587,0.8360529018281199,0.3088396847806587
Lee_2022,54,1,1,2,54.1,54.1.1.2,Localization-adjusted diagnostic performance and assistance effect of a computer-aided detection system for pneumothorax and consolidation,"Lee, Sun Yeop; Ha, Sangwoo; Jeon, Min Gyeong; Li, Hao; Choi, Hyunju; Kim, Hwa Pyung; Choi, Ye Ra; Hoseok, I; Jeong, Yeon Joo; Park, Yoon Ha; Ahn, Hyemin; Hong, Sang Hyup; Koo, Hyun Jung; Lee, Choong Wook; Kim, Min Jae; Kim, Yeon Joo; Kim, Kyung Won; Choi, Jong Mun",2022,Healthcare,NPJ Digital Medicine,Within-Subjects,Dependent Samples,Detect consolidation in chest radiographs,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,,Yes,No,Image,Specificity,Accuracy,Up,6,6,6,Medical Professionals,Specialists (Expert),Not Specified,Yes,No,0.9308,0.948,0.958,0.9308,0.948,0.958,AI,0.948,0.9308,1,0.0832,0.0225,0.0434,0.022495314,0.0832,No,,,0.26704863585604094,0.28655556120399667,0.37838802783196845,0.28910689347715623,0.267036855019104,0.2865553378203016,0.37838802783196845,0.28910689347715623
Lee_2022,54,1,1,4,54.1,54.1.1.4,Localization-adjusted diagnostic performance and assistance effect of a computer-aided detection system for pneumothorax and consolidation,"Lee, Sun Yeop; Ha, Sangwoo; Jeon, Min Gyeong; Li, Hao; Choi, Hyunju; Kim, Hwa Pyung; Choi, Ye Ra; Hoseok, I; Jeong, Yeon Joo; Park, Yoon Ha; Ahn, Hyemin; Hong, Sang Hyup; Koo, Hyun Jung; Lee, Choong Wook; Kim, Min Jae; Kim, Yeon Joo; Kim, Kyung Won; Choi, Jong Mun",2022,Healthcare,NPJ Digital Medicine,Within-Subjects,Dependent Samples,Detect pneumothorax in chest radiographs,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,,Yes,No,Image,Specificity,Accuracy,Up,6,6,6,Medical Professionals,Specialists (Expert),Not Specified,Yes,No,0.9427,0.996,0.997,0.9427,0.996,0.997,AI,0.996,0.9427,1,0.0251,0.0087,0.0011,0.008748178,0.0251,No,,,0.14805698331319764,0.2848019243896262,2.821384952199671,0.5666347827869375,0.1488640127839393,0.28481043175037174,2.821384952199671,0.5666347827869375
Maron_2020,55,1,1,1,55.1,55.1.1.1,Artificial Intelligence and Its Effect on Dermatologists' Accuracy in Dermoscopic Melanoma Image Classification: Web-Based Survey Study,"Maron, Roman C.; Utikal, Jochen S.; Hekler, Achim; Hauschild, Axel; Sattler, Elke; Sondermann, Wiebke; Haferkamp, Sebastian; Schilling, Bastian; Heppt, Markus, V; Jansen, Philipp; Reinholz, Markus; Franklin, Cindy; Schmitt, Laurenz; Hartmann, Daniela; Krieghoff-Henning, Eva; Schmitt, Max; Weichenthal, Michael; von Kalle, Christof; Frohling, Stefan; Brinker, Titus J.",2020,Healthcare,Journal of Medical Internet Research,Within-Subjects,Dependent Samples,Classify dermoscopic images,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,,No,Yes,,Sensitivity,Accuracy,Up,12,12,12,Dermatologists,Specialists (Expert),Invitation,Yes,No,0.594,0.847,0.746,0.594,0.847,0.746,AI,0.847,0.594,0,0.1078,0.0495,0.0831,0.049487166,0.1078,No,,,-1.4258834739064623,0.19485693237289675,1.5248338166945492,0.20052746343964648,-1.4257866626192528,0.194851570653129,1.5248338166945492,0.20052746343964648
Maron_2020,55,1,1,2,55.1,55.1.1.2,Artificial Intelligence and Its Effect on Dermatologists' Accuracy in Dermoscopic Melanoma Image Classification: Web-Based Survey Study,"Maron, Roman C.; Utikal, Jochen S.; Hekler, Achim; Hauschild, Axel; Sattler, Elke; Sondermann, Wiebke; Haferkamp, Sebastian; Schilling, Bastian; Heppt, Markus, V; Jansen, Philipp; Reinholz, Markus; Franklin, Cindy; Schmitt, Laurenz; Hartmann, Daniela; Krieghoff-Henning, Eva; Schmitt, Max; Weichenthal, Michael; von Kalle, Christof; Frohling, Stefan; Brinker, Titus J.",2020,Healthcare,Journal of Medical Internet Research,Within-Subjects,Dependent Samples,Classify dermoscopic images,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,,No,Yes,,Specificity,Accuracy,Up,12,12,12,Dermatologists,Specialists (Expert),Invitation,Yes,No,0.706,0.791,0.724,0.706,0.791,0.724,AI,0.791,0.706,0,0.1467,0.076,0.1096,0.075998148,0.1467,No,,,-0.6859425708627165,0.16450865767561074,0.13421807574151903,0.15572045584658425,-0.6859371432640022,0.1645085130641894,0.13421807574151903,0.15572045584658425
Maron_2020,55,1,1,3,55.1,55.1.1.3,Artificial Intelligence and Its Effect on Dermatologists' Accuracy in Dermoscopic Melanoma Image Classification: Web-Based Survey Study,"Maron, Roman C.; Utikal, Jochen S.; Hekler, Achim; Hauschild, Axel; Sattler, Elke; Sondermann, Wiebke; Haferkamp, Sebastian; Schilling, Bastian; Heppt, Markus, V; Jansen, Philipp; Reinholz, Markus; Franklin, Cindy; Schmitt, Laurenz; Hartmann, Daniela; Krieghoff-Henning, Eva; Schmitt, Max; Weichenthal, Michael; von Kalle, Christof; Frohling, Stefan; Brinker, Titus J.",2020,Healthcare,Journal of Medical Internet Research,Within-Subjects,Dependent Samples,Classify dermoscopic images,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,,No,Yes,,Accuracy,Accuracy,Up,12,12,12,Dermatologists,Specialists (Expert),Invitation,Yes,No,0.65,0.819,0.736,0.65,0.819,0.736,AI,0.819,0.65,0,0.0477,0.0389,0.0477,0.038882773,0.0477,No,All biopsies,,-1.8416041916685217,0.22123812680926772,1.740764837706932,0.21422229440731086,-1.8412784821204573,0.221214829959283,1.740764837706932,0.21422229440731086
Nasir-Moin_2021,57,1,1,1,57.1,57.1.1.1,Evaluation of an Artificial Intelligence-Augmented Digital System for Histologic Classification of Colorectal Polyps,"Nasir-Moin, Mustafa; Suriawinata, Arief A.; Ren, Bing; Liu, Xiaoying; Robertson, Douglas J.; Bagchi, Srishti; Tomita, Naofumi; Wei, Jason W.; MacKenzie, Todd A.; Rees, Judy R.; Hassanpour, Saeed",2021,Healthcare,JAMA Network Open,Within-Subjects,Dependent Samples,Classify colorectal polyps,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,TVA/VA,Yes,Yes,"Image, Numeric",Accuracy,Accuracy,Up,15,15,15,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.873333333,1.0,0.9213,0.8733,1.0,0.9213,AI,1.0,0.8733,0,0.0638,0.0,0.0633,0.0,0.0638,No,Tumor detection,,,,0.7348912876404328,0.13474463726839736,,,0.7348912876404328,0.13474463726839736
Nasir-Moin_2021,57,1,1,2,57.1,57.1.1.2,Evaluation of an Artificial Intelligence-Augmented Digital System for Histologic Classification of Colorectal Polyps,"Nasir-Moin, Mustafa; Suriawinata, Arief A.; Ren, Bing; Liu, Xiaoying; Robertson, Douglas J.; Bagchi, Srishti; Tomita, Naofumi; Wei, Jason W.; MacKenzie, Todd A.; Rees, Judy R.; Hassanpour, Saeed",2021,Healthcare,JAMA Network Open,Within-Subjects,Dependent Samples,Classify colorectal polyps,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,TA,Yes,Yes,"Image, Numeric",Accuracy,Accuracy,Up,15,15,15,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.888,0.8,0.9027,0.888,0.8,0.9027,Human,0.888,0.8,1,0.0626,0.0,0.0326,0.062587082,0.0,No,Tumor detection,,0.28663068052288776,0.1275197913627228,0.2865841518304038,0.12751937055028167,,,,
Nasir-Moin_2021,57,1,1,3,57.1,57.1.1.3,Evaluation of an Artificial Intelligence-Augmented Digital System for Histologic Classification of Colorectal Polyps,"Nasir-Moin, Mustafa; Suriawinata, Arief A.; Ren, Bing; Liu, Xiaoying; Robertson, Douglas J.; Bagchi, Srishti; Tomita, Naofumi; Wei, Jason W.; MacKenzie, Todd A.; Rees, Judy R.; Hassanpour, Saeed",2021,Healthcare,JAMA Network Open,Within-Subjects,Dependent Samples,Classify colorectal polyps,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,SSP,Yes,Yes,"Image, Numeric",Accuracy,Accuracy,Up,15,15,15,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.845333333,0.8,0.9027,0.8453,0.8,0.9027,Human,0.8453,0.8,1,0.0824,0.0,0.061,0.082363885,0.0,No,"HAI = Multiclass Probabilities, AI = Malignant Groups Summed",,0.7706081100466841,0.13559304321418994,0.770389947305068,0.13558773885436673,,,,
Nasir-Moin_2021,57,1,1,4,57.1,57.1.1.4,Evaluation of an Artificial Intelligence-Augmented Digital System for Histologic Classification of Colorectal Polyps,"Nasir-Moin, Mustafa; Suriawinata, Arief A.; Ren, Bing; Liu, Xiaoying; Robertson, Douglas J.; Bagchi, Srishti; Tomita, Naofumi; Wei, Jason W.; MacKenzie, Todd A.; Rees, Judy R.; Hassanpour, Saeed",2021,Healthcare,JAMA Network Open,Within-Subjects,Dependent Samples,Classify colorectal polyps,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,HP,Yes,Yes,"Image, Numeric",Accuracy,Accuracy,Up,15,15,15,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.872,0.88,0.8893,0.872,0.88,0.8893,AI,0.88,0.872,1,0.0751,0.0,0.0413,0.0,0.0751,No,"HAI = Multiclass Probabilities, AI = Malignant Groups Summed",,,,0.27774438244110905,0.12744066175801025,,,0.27774438244110905,0.12744066175801025
Nuutinen_2023,58,1,1,1,58.1,58.1.1.1,Aid of a machine learning algorithm can improve clinician predictions of patient quality of life during breast cancer treatments,"Nuutinen, Mikko; Hiltunen, Anna-Maria; Korhonen, Sonja; Haavisto, Ira; Poikonen-Saksela, Paula; Mattson, Johanna; Manikis, Georgios; Kondylakis, Haridimos; Simos, Panagiotis; Mazzocco, Ketti; Pat-Horenczyk, Ruth; Sousa, Berta; Cardoso, Fatima; Manica, Isabel; Kudel, Ian; Leskela, Riikka-Leena",2023,Healthcare,Health and Technology,Within-Subjects,Dependent Samples,Predict patient quality of life,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Categoric,Categoric,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,,No,Yes,,Accuracy,Accuracy,Up,6,6,6,Oncologists,Specialists (Expert),Not Specified,Yes,No,0.675,0.733,0.725,0.675,0.733,0.725,AI,0.733,0.675,0,0.094,0.093,0.076,0.093,0.094,No,"HAI = Malignancy Probabilities, AI = Malignant Groups Summed",,-0.08695307954355165,0.2842921007588914,0.5399680510356017,0.2943751063718055,-0.08695307954355165,0.2842921007588914,0.5399680510356017,0.2943751063718055
Nuutinen_2023,58,1,1,2,58.1,58.1.1.2,Aid of a machine learning algorithm can improve clinician predictions of patient quality of life during breast cancer treatments,"Nuutinen, Mikko; Hiltunen, Anna-Maria; Korhonen, Sonja; Haavisto, Ira; Poikonen-Saksela, Paula; Mattson, Johanna; Manikis, Georgios; Kondylakis, Haridimos; Simos, Panagiotis; Mazzocco, Ketti; Pat-Horenczyk, Ruth; Sousa, Berta; Cardoso, Fatima; Manica, Isabel; Kudel, Ian; Leskela, Riikka-Leena",2023,Healthcare,Health and Technology,Within-Subjects,Dependent Samples,Predict patient quality of life,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Categoric,Categoric,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,,No,Yes,,Sensitivity,Accuracy,Up,6,6,6,Oncologists,Specialists (Expert),Not Specified,Yes,No,0.767,0.756,0.811,0.767,0.756,0.811,Human,0.767,0.756,1,0.315,0.192,0.198,0.315,0.192,No,"HAI = Malignancy Probabilities, AI = Malignant Groups Summed",,0.15438035215524765,0.2848698210579259,0.15438035215524765,0.2848698210579259,0.26032422380806763,0.28642965804146536,0.26032422380806763,0.28642965804146536
Nuutinen_2023,58,1,1,3,58.1,58.1.1.3,Aid of a machine learning algorithm can improve clinician predictions of patient quality of life during breast cancer treatments,"Nuutinen, Mikko; Hiltunen, Anna-Maria; Korhonen, Sonja; Haavisto, Ira; Poikonen-Saksela, Paula; Mattson, Johanna; Manikis, Georgios; Kondylakis, Haridimos; Simos, Panagiotis; Mazzocco, Ketti; Pat-Horenczyk, Ruth; Sousa, Berta; Cardoso, Fatima; Manica, Isabel; Kudel, Ian; Leskela, Riikka-Leena",2023,Healthcare,Health and Technology,Within-Subjects,Dependent Samples,Predict patient quality of life,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Categoric,Categoric,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,,No,Yes,,Precision,Accuracy,Up,6,6,6,Oncologists,Specialists (Expert),Not Specified,Yes,No,0.616,0.739,0.639,0.616,0.739,0.639,AI,0.739,0.616,0,0.206,0.06,0.187,0.06,0.206,No,Calculate from data in chart; AI = average of the three models shown,,-0.6647122801395982,0.2997103816107119,0.10791857947252025,0.2844371509986521,-0.6647122801395982,0.2997103816107119,0.10791857947252025,0.2844371509986521
Nuutinen_2023,58,2,1,1,58.2,58.2.1.1,Aid of a machine learning algorithm can improve clinician predictions of patient quality of life during breast cancer treatments,"Nuutinen, Mikko; Hiltunen, Anna-Maria; Korhonen, Sonja; Haavisto, Ira; Poikonen-Saksela, Paula; Mattson, Johanna; Manikis, Georgios; Kondylakis, Haridimos; Simos, Panagiotis; Mazzocco, Ketti; Pat-Horenczyk, Ruth; Sousa, Berta; Cardoso, Fatima; Manica, Isabel; Kudel, Ian; Leskela, Riikka-Leena",2023,Healthcare,Health and Technology,Within-Subjects,Dependent Samples,Predict patient quality of life,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Categoric,Categoric,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,,No,Yes,,Accuracy,Accuracy,Up,9,9,9,Oncologists,Specialists (Expert),Not Specified,Yes,No,0.687,0.671,0.715,0.687,0.671,0.715,Human,0.687,0.671,1,0.057,0.079,0.045,0.057,0.079,No,Calculate from data in chart; AI = average of the three models shown,,0.5192944336328748,0.20835643005296264,0.5192944336328748,0.20835643005296264,0.6518244918918327,0.21226694805316312,0.6518244918918327,0.21226694805316312
Nuutinen_2023,58,2,1,2,58.2,58.2.1.2,Aid of a machine learning algorithm can improve clinician predictions of patient quality of life during breast cancer treatments,"Nuutinen, Mikko; Hiltunen, Anna-Maria; Korhonen, Sonja; Haavisto, Ira; Poikonen-Saksela, Paula; Mattson, Johanna; Manikis, Georgios; Kondylakis, Haridimos; Simos, Panagiotis; Mazzocco, Ketti; Pat-Horenczyk, Ruth; Sousa, Berta; Cardoso, Fatima; Manica, Isabel; Kudel, Ian; Leskela, Riikka-Leena",2023,Healthcare,Health and Technology,Within-Subjects,Dependent Samples,Predict patient quality of life,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Categoric,Categoric,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,,No,Yes,,Sensitivity,Accuracy,Up,9,9,9,Oncologists,Specialists (Expert),Not Specified,Yes,No,0.737,0.688,0.752,0.737,0.688,0.752,Human,0.737,0.688,1,0.117,0.065,0.084,0.117,0.065,No,Calculate from data in chart; AI = average of the three models shown,,0.14026852760473477,0.2020578296758982,0.14026852760473477,0.2020578296758982,0.8115810036678017,0.2181573123082498,0.8115810036678017,0.2181573123082498
Nuutinen_2023,58,2,1,3,58.2,58.2.1.3,Aid of a machine learning algorithm can improve clinician predictions of patient quality of life during breast cancer treatments,"Nuutinen, Mikko; Hiltunen, Anna-Maria; Korhonen, Sonja; Haavisto, Ira; Poikonen-Saksela, Paula; Mattson, Johanna; Manikis, Georgios; Kondylakis, Haridimos; Simos, Panagiotis; Mazzocco, Ketti; Pat-Horenczyk, Ruth; Sousa, Berta; Cardoso, Fatima; Manica, Isabel; Kudel, Ian; Leskela, Riikka-Leena",2023,Healthcare,Health and Technology,Within-Subjects,Dependent Samples,Predict patient quality of life,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Categoric,Categoric,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,,No,Yes,,Precision,Accuracy,Up,9,9,9,Oncologists,Specialists (Expert),Not Specified,Yes,No,0.705,0.696,0.733,0.705,0.696,0.733,Human,0.705,0.696,1,0.076,0.16,0.114,0.076,0.16,No,Focused on diagnoses across all categories (Fig 4),Double check values in WebPlotDigitizer,0.2752507159834164,0.2034709739644591,0.2752507159834164,0.2034709739644591,0.25366250326303286,0.20318328711417655,0.25366250326303286,0.20318328711417655
