Paper_Name,Paper_ID,Exp_ID,Treatment_ID,Measure_ID,Exp_ID_Cleaned,ES_ID,Title,Authors,Year,Industry,Venue,Exp_Design,Comp_Type,Task_Desc,Marketing_Task,Task_Data_Cleaned,Task_Data_IsCategoric,Task_Data_IsCode,Task_Data_IsImage,Task_Data_IsNumeric,Task_Data_IsText,Task_Data_IsVideo,Task_Output,Task_Output_Cleaned,Task_Type,AI_Type,AI_Data_In,AI_Data_Out,AI_Type_Cleaned,Final_Decision,Division_Labor,Condition_Name,AI_Expl_Incl,AI_Conf_Incl,AI_Expl_Type,Perf_Metric,Perf_Metric_Cleaned,Perf_Dir,N_Exp,N_Human,N_HumanAI,Participant_Type,Participant_Type_2,Participant_Source,Participant_Expert,Participant_Crowdworker,Avg_Perf_Human,Avg_Perf_AI,Avg_Perf_HumanAI,Avg_Perf_Human_Adj,Avg_Perf_AI_Adj,Avg_Perf_HumanAI_Adj,Baseline,Avg_Perf_Baseline_Adj,Avg_Perf_Worse_Adj,Synergy,Sd_Perf_Human,Sd_Perf_AI,Sd_Perf_HumanAI,Sd_Perf_Baseline,Sd_Perf_Worse,Est_ES,Notes,Notes_2,es_s,variance_s,es_h,variance_h,es_a,variance_a,es_n,variance_n
Cabitza_2023,31,1,1,1,31.1,31.1.1.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose MRI images,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,AI-FHD(Lower),No,No,,Accuracy,Accuracy,Up,12,4,4,Radiologists,Specialists (Expert),Hospital,Yes,No,0.77,0.8,0.84,0.77,0.8,0.84,AI,0.8,0.77,1,0.0306,0.0,0.0408,0.0,0.0306,No,HAI = AI+Expl,Ask for data from authors,,,1.6878934248272222,0.512711919356095,,,1.6878934248272222,0.512711919356095
Cabitza_2023,31,1,2,1,31.1,31.1.2.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose MRI images,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,AI-FHD(Higher),No,No,,Accuracy,Accuracy,Up,12,4,4,Radiologists,Specialists (Expert),Hospital,Yes,No,0.81,0.8,0.85,0.81,0.8,0.85,Human,0.81,0.8,1,0.0433,0.0,0.0433,0.043292252,0.0,No,"Cataract phase recognition; users are shown three models, we consider the best performing model",,0.8033653763021555,0.40857258638190475,0.80329350336379,0.4085671291373569,,,,
Cabitza_2023,31,1,3,1,31.1,31.1.3.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose MRI images,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,AI-XAI-FHD(Lower),Yes,No,,Accuracy,Accuracy,Up,12,4,4,Radiologists,Specialists (Expert),Hospital,Yes,No,0.77,0.8,0.73,0.77,0.8,0.73,AI,0.8,0.77,0,0.0306,0.0,0.051,0.0,0.0306,No,"Cataract step recognition; users are shown three models, we consider the best performing model",,,,-0.8270609549406077,0.4103983848387179,,,-0.8270609549406077,0.4103983848387179
Cabitza_2023,31,1,4,1,31.1,31.1.4.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose MRI images,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,AI-XAI-FHD(Higher),Yes,No,,Accuracy,Accuracy,Up,12,4,4,Radiologists,Specialists (Expert),Hospital,Yes,No,0.81,0.8,0.8,0.81,0.8,0.8,Human,0.81,0.8,0,0.0433,0.0,0.0722,0.043292252,0.0,No,,,-0.14607777013844056,0.37908027953348866,-0.14607085619385704,0.3790801840751043,,,,
Cabitza_2023,31,1,5,1,31.1,31.1.5.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose ECG cases,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,HD1-AI-FHD(Novice),No,No,,Accuracy,Accuracy,Up,12,8,8,Radiologists,Specialists (Expert),Hospital,Yes,No,0.77,0.8,0.81,0.77,0.8,0.81,AI,0.8,0.77,1,0.0306,0.0,0.0306,0.0,0.0306,No,,,,,1.2358882947118253,0.26613784449817585,,,1.2358882947118253,0.26613784449817585
Cabitza_2023,31,1,6,1,31.1,31.1.6.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose ECG cases,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,HD1-AI-FHD(Expert),No,No,,Accuracy,Accuracy,Up,12,8,8,Radiologists,Specialists (Expert),Hospital,Yes,No,0.81,0.8,0.85,0.81,0.8,0.85,Human,0.81,0.8,1,0.0433,0.0,0.0722,0.043292252,0.0,No,,,0.6353055021293615,0.23474555548678624,0.6352754327558274,0.23474448825673794,,,,
Cabitza_2023,31,1,7,1,31.1,31.1.7.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose ECG cases,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,HD1-AI-HD2-XAI-FHD(Novice),Yes,No,,Accuracy,Accuracy,Up,12,8,8,Radiologists,Specialists (Expert),Hospital,Yes,No,0.77,0.8,0.83,0.77,0.8,0.83,AI,0.8,0.77,1,0.0306,0.0,0.0306,0.0,0.0306,No,,,,,1.8538324420677343,0.31947130714568867,,,1.8538324420677343,0.31947130714568867
Cabitza_2023,31,1,8,1,31.1,31.1.8.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose ECG cases,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,HD1-AI-HD2-XAI-FHD(Expert),Yes,No,,Accuracy,Accuracy,Up,12,8,8,Radiologists,Specialists (Expert),Hospital,Yes,No,0.81,0.8,0.86,0.81,0.8,0.86,Human,0.81,0.8,1,0.0433,0.0,0.0289,0.043292252,0.0,No,First run,,1.2843599725304358,0.2695502662971052,1.284200983566959,0.26953885885732964,,,,
Cabitza_2023,31,2,1,1,31.2,31.2.1.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose MRI images,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categoric,Wizard of Oz,Human,No,HD1-AI-FHD(Lower),No,No,,Accuracy,Accuracy,Up,44,25,25,Cardiologists,Specialists (Expert),Hospital,Yes,No,0.45,0.7,0.63,0.45,0.7,0.63,AI,0.7,0.45,0,0.2041,0.0,0.1276,0.0,0.2041,No,HAI = Just disply recommendation,,,,1.0409457561143787,0.08800461329627644,,,1.0409457561143787,0.08800461329627644
Cabitza_2023,31,2,2,1,31.2,31.2.2.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose ECG cases,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categoric,Wizard of Oz,Human,No,AI-FHD(Novice),No,No,,Accuracy,Accuracy,Up,44,19,19,Residents,Specialists (Expert),Hospital,Yes,No,0.66,0.7,0.68,0.66,0.7,0.68,AI,0.7,0.66,0,0.1112,0.0,0.1112,0.0,0.1112,No,HAI = Optional display,,,,0.1760829098958597,0.10128387551230464,,,0.1760829098958597,0.10128387551230464
Cabitza_2023,31,2,3,1,31.2,31.2.3.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose MRI images,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categoric,Wizard of Oz,Human,No,HD1-AI-FHD(Higher),Yes,No,Text,Accuracy,Accuracy,Up,44,25,25,Cardiologists,Specialists (Expert),Hospital,Yes,No,0.45,0.7,0.67,0.45,0.7,0.67,AI,0.7,0.45,0,0.2041,0.0,0.1276,0.0,0.2041,No,HAI = Forced acknowledgement,,,,1.2722670352509073,0.09318879403722648,,,1.2722670352509073,0.09318879403722648
Cabitza_2023,31,2,4,1,31.2,31.2.4.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose ECG cases,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categoric,Wizard of Oz,Human,No,AI-FHD(Expert),Yes,No,Text,Accuracy,Accuracy,Up,44,19,19,Residents,Specialists (Expert),Hospital,Yes,No,0.66,0.7,0.69,0.66,0.7,0.69,AI,0.7,0.66,0,0.1112,0.0,0.089,0.0,0.1112,No,HAI = Reminder of 75%,,,,0.2916253884925935,0.10196540893608473,,,0.2916253884925935,0.10196540893608473
Cabitza_2023,31,2,5,1,31.2,31.2.5.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose MRI images,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categoric,Wizard of Oz,Human,No,HD1-AI-XAI-FHD(Lower),No,No,,Accuracy,Accuracy,Up,44,25,25,Cardiologists,Specialists (Expert),Hospital,Yes,No,0.45,0.7,0.83,0.45,0.7,0.83,AI,0.7,0.45,1,0.2041,0.0,0.0765,0.0,0.2041,No,HAI = 80,,,,2.4268048690375803,0.13456492774253942,,,2.4268048690375803,0.13456492774253942
Cabitza_2023,31,2,6,1,31.2,31.2.6.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose ECG cases,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categoric,Wizard of Oz,Human,No,AI-HD2-XAI-FHD(Novice),No,No,,Accuracy,Accuracy,Up,44,19,19,Residents,Specialists (Expert),Hospital,Yes,No,0.66,0.7,0.82,0.66,0.7,0.82,AI,0.7,0.66,1,0.1112,0.0,0.1112,0.0,0.1112,No,AI = Stylometric,Numbers slightly different from paper because we average across participants' accuracies for consistency with other studies  (some participants see more articles than others),,,1.4086632791668756,0.12591846711577342,,,1.4086632791668756,0.12591846711577342
Cabitza_2023,31,2,7,1,31.2,31.2.7.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose MRI images,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categoric,Wizard of Oz,Human,No,HD1-AI-XAI-FHD(Higher),Yes,No,Text,Accuracy,Accuracy,Up,44,25,25,Cardiologists,Specialists (Expert),Hospital,Yes,No,0.45,0.7,0.82,0.45,0.7,0.82,AI,0.7,0.45,1,0.2041,0.0,0.0765,0.0,0.2041,No,AI = Neutral,Numbers slightly different from paper because we average across participants' accuracies for consistency with other studies  (some participants see more articles than others),,,2.362941583010276,0.13160137439523922,,,2.362941583010276,0.13160137439523922
Cabitza_2023,31,2,8,1,31.2,31.2.8.1,"Rams, hounds and white boxes: Investigating human-AI collaboration protocols in medical diagnosis","Cabitza, F; Campagner, A; Ronzio, L; Cameli, M; Mandoli, GE; Pastore, MC; Sconfienza, LM; Folgado, D; Barandas, M; Gamboa, H",2023,Healthcare,Artificial Intelligence in Medicine,"Mixed, Within-Subjects",Dependent Samples,Diagnose ECG cases,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categoric,Wizard of Oz,Human,No,AI-HD2-XAI-FHD(Expert),Yes,No,Text,Accuracy,Accuracy,Up,44,19,19,Residents,Specialists (Expert),Hospital,Yes,No,0.66,0.7,0.82,0.66,0.7,0.82,AI,0.7,0.66,1,0.1112,0.0,0.1112,0.0,0.1112,No,,,,,1.4086632791668756,0.12591846711577342,,,1.4086632791668756,0.12591846711577342
Lecuyer_2020,34,1,1,1,34.1,34.1.1.1,Assisted phase and step annotation for surgical videos,"Lecuyer, G; Ragot, M; Martin, N; Launay, L; Jannin, P",2020,Healthcare,International Journal of Computer Assisted Radiology and Surgery,Between-Subjects,Independent Samples,Annotate surgical videos,Video,Video,No,No,No,No,No,Yes,Text,Open Response,Create,Deep,Video,Text,Deep,Human,No,"Cataract phase recognition; users are shown three models, we consider the best performing model",Yes,Yes,"Image, Numeric, Text",Accuracy,Accuracy,Up,24,24,24,Working Professionals,Working Professionals,Volunteer,No,No,0.968,0.957,0.977,0.968,0.957,0.977,Human,0.968,0.957,1,0.0775,0.0,0.0125,0.077483859,0.0,No,,,0.15951025994091556,0.08087990650725362,0.15947788099669802,0.08087980241729908,,,,
Lecuyer_2020,34,1,1,2,34.1,34.1.1.2,Assisted phase and step annotation for surgical videos,"Lecuyer, G; Ragot, M; Martin, N; Launay, L; Jannin, P",2020,Healthcare,International Journal of Computer Assisted Radiology and Surgery,Between-Subjects,Independent Samples,Annotate surgical videos,Video,Video,No,No,No,No,No,Yes,Text,Open Response,Create,Deep,Video,Text,Deep,Human,No,"Cataract step recognition; users are shown three models, we consider the best performing model",Yes,Yes,"Image, Numeric, Text",Accuracy,Accuracy,Up,24,24,24,Working Professionals,Working Professionals,Volunteer,No,No,0.709,0.814,0.772,0.709,0.814,0.772,AI,0.814,0.709,0,0.3149,0.0,0.18,0.0,0.3149,No,,,,,0.24160822382914438,0.08121178312773993,,,0.24160822382914438,0.08121178312773993
Bo_2021,40,1,1,1,40.1,40.1.1.1,Toward human intervention-free clinical diagnosis of intracranial aneurysm via deep neural network,"Bo, ZH; Qiao, H; Tian, C; Guo, YC; Li, WC; Liang, TT; Li, DX; Liao, D; Zeng, XC; Mei, LL; Shi, TL; Wu, B; Huang, C; Liu, L; Jin, C; Guo, QP; Yong, JH; Xu, F; Zhang, TJ; Wang, RP; Dai, QH",2021,Healthcare,Patterns,Within-Subjects,Dependent Samples,Diagnose intracranial aneurysms,Image,Image,No,No,Yes,No,No,No,Image,Open Response,Create,Deep,Image,Image,Deep,Human,No,,Yes,Yes,"Image, Text",Specificity,Accuracy,Up,6,6,6,Radiologists (attending),Specialists (Expert),Not Specified,Yes,No,1.0,0.389,0.903,1.0,0.389,0.903,Human,1.0,0.389,0,0.0,0.16,0.14,0.0,0.16,No,HAI = Pred + full exp,,,,,,3.1560712070049046,0.6376610223793632,3.1560712070049046,0.6376610223793632
Bo_2021,40,1,1,2,40.1,40.1.1.2,Toward human intervention-free clinical diagnosis of intracranial aneurysm via deep neural network,"Bo, ZH; Qiao, H; Tian, C; Guo, YC; Li, WC; Liang, TT; Li, DX; Liao, D; Zeng, XC; Mei, LL; Shi, TL; Wu, B; Huang, C; Liu, L; Jin, C; Guo, QP; Yong, JH; Xu, F; Zhang, TJ; Wang, RP; Dai, QH",2021,Healthcare,Patterns,Within-Subjects,Dependent Samples,Diagnose intracranial aneurysms,Image,Image,No,No,Yes,No,No,No,Image,Open Response,Create,Deep,Image,Image,Deep,Human,No,,Yes,Yes,"Image, Text",Sensitivity,Accuracy,Up,6,6,6,Radiologists (attending),Specialists (Expert),Not Specified,Yes,No,0.806,0.962,0.887,0.806,0.962,0.887,AI,0.962,0.806,0,0.16,0.05,0.11,0.049989587,0.16,No,HAI = Pred + partial exp,,-0.8103137592758007,0.3073352090581662,0.5445869566067777,0.2945529569221148,-0.8102848652039804,0.30733354660752543,0.5445869566067777,0.2945529569221148
Bo_2021,40,1,1,3,40.1,40.1.1.3,Toward human intervention-free clinical diagnosis of intracranial aneurysm via deep neural network,"Bo, ZH; Qiao, H; Tian, C; Guo, YC; Li, WC; Liang, TT; Li, DX; Liao, D; Zeng, XC; Mei, LL; Shi, TL; Wu, B; Huang, C; Liu, L; Jin, C; Guo, QP; Yong, JH; Xu, F; Zhang, TJ; Wang, RP; Dai, QH",2021,Healthcare,Patterns,Within-Subjects,Dependent Samples,Diagnose intracranial aneurysms,Image,Image,No,No,Yes,No,No,No,Image,Open Response,Create,Deep,Image,Image,Deep,Human,No,,Yes,Yes,"Image, Text",Accuracy,Accuracy,Up,6,6,6,Radiologists (attending),Specialists (Expert),Not Specified,Yes,No,0.861,0.792,0.889,0.861,0.792,0.889,Human,0.861,0.792,1,0.115,0.045,0.115,0.114976049,0.045,No,HAI = keyword exp,,0.22477256930338996,0.2858173742453698,0.22474916387959887,0.2858170007099851,1.0253914786789884,0.32135246217328345,1.0253914786789884,0.32135246217328345
Bo_2021,40,1,2,1,40.1,40.1.2.1,Toward human intervention-free clinical diagnosis of intracranial aneurysm via deep neural network,"Bo, ZH; Qiao, H; Tian, C; Guo, YC; Li, WC; Liang, TT; Li, DX; Liao, D; Zeng, XC; Mei, LL; Shi, TL; Wu, B; Huang, C; Liu, L; Jin, C; Guo, QP; Yong, JH; Xu, F; Zhang, TJ; Wang, RP; Dai, QH",2021,Healthcare,Patterns,Within-Subjects,Dependent Samples,Diagnose intracranial aneurysms,Image,Image,No,No,Yes,No,No,No,Image,Open Response,Create,Deep,Image,Image,Deep,Human,No,,Yes,Yes,"Image, Text",Specificity,Accuracy,Up,6,6,6,Residents (radiology),Specialists (Expert),Not Specified,Yes,No,0.833,0.389,1.0,0.833,0.389,1.0,Human,0.833,0.389,1,0.2537,0.16,0.0,0.253697152,0.16,No,HAI = No pred + full exp,,,,,,,,,
Bo_2021,40,1,2,2,40.1,40.1.2.2,Toward human intervention-free clinical diagnosis of intracranial aneurysm via deep neural network,"Bo, ZH; Qiao, H; Tian, C; Guo, YC; Li, WC; Liang, TT; Li, DX; Liao, D; Zeng, XC; Mei, LL; Shi, TL; Wu, B; Huang, C; Liu, L; Jin, C; Guo, QP; Yong, JH; Xu, F; Zhang, TJ; Wang, RP; Dai, QH",2021,Healthcare,Patterns,Within-Subjects,Dependent Samples,Diagnose intracranial aneurysms,Image,Image,No,No,Yes,No,No,No,Image,Open Response,Create,Deep,Image,Image,Deep,Human,No,,Yes,Yes,"Image, Text",Sensitivity,Accuracy,Up,6,6,6,Residents (radiology),Specialists (Expert),Not Specified,Yes,No,0.824,0.962,0.849,0.824,0.962,0.849,AI,0.962,0.824,0,0.1737,0.05,0.085,0.049989587,0.1737,No,HAI = Pred + no exp,,-1.4959248609325626,0.36347187655228785,0.1687626429363784,0.28503482235446886,-1.4958447793878358,0.3634633705569886,0.1687626429363784,0.28503482235446886
Bo_2021,40,1,2,3,40.1,40.1.2.3,Toward human intervention-free clinical diagnosis of intracranial aneurysm via deep neural network,"Bo, ZH; Qiao, H; Tian, C; Guo, YC; Li, WC; Liang, TT; Li, DX; Liao, D; Zeng, XC; Mei, LL; Shi, TL; Wu, B; Huang, C; Liu, L; Jin, C; Guo, QP; Yong, JH; Xu, F; Zhang, TJ; Wang, RP; Dai, QH",2021,Healthcare,Patterns,Within-Subjects,Dependent Samples,Diagnose intracranial aneurysms,Image,Image,No,No,Yes,No,No,No,Image,Open Response,Create,Deep,Image,Image,Deep,Human,No,,Yes,Yes,"Image, Text",Accuracy,Accuracy,Up,6,6,6,Residents (radiology),Specialists (Expert),Not Specified,Yes,No,0.833,0.792,0.889,0.833,0.792,0.889,Human,0.833,0.792,1,0.1362,0.045,0.0625,0.136221623,0.045,No,HAI = Pred + full exp,,0.48776551741949425,0.29247036212959204,0.48782948565957956,0.29247257776611446,1.6441881391042776,0.3800007563350718,1.6441881391042776,0.3800007563350718
Bṳinca_2020,41,1,1,1,41.1,41.1.1.1,Proxy tasks and subjective measures can be misleading in evaluating explainable ai systems,"Bṳinca, Zana; Lin, Phoebe; Gajos, Krzysztof Z; Glassman, Elena L",2020,Healthcare,Proceedings of the 25th international conference on intelligent user interfaces,Between-Subjects,Independent Samples,Determine nutritional content,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Wizard of Oz,Image,Binary,Wizard of Oz,Human,No,HAI = AI only,No,No,,Accuracy,Accuracy,Up,102,18,19,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.463,0.75,0.6842,0.463,0.75,0.6842,AI,0.75,0.463,0,0.1019,0.0,0.095,0.0,0.1019,No,HAI = Pred + partial exp,,,,2.198340201514292,0.16184095540332716,,,2.1991848934610325,0.16613381092482413
Bṳinca_2020,41,1,2,1,41.1,41.1.2.1,Proxy tasks and subjective measures can be misleading in evaluating explainable ai systems,"Bṳinca, Zana; Lin, Phoebe; Gajos, Krzysztof Z; Glassman, Elena L",2020,Healthcare,Proceedings of the 25th international conference on intelligent user interfaces,Between-Subjects,Independent Samples,Determine nutritional content,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Wizard of Oz,Image,Binary,Wizard of Oz,Human,No,HAI = AI + explanation,Yes,No,"Image, Text",Accuracy,Accuracy,Up,102,18,65,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.463,0.75,0.7378,0.463,0.75,0.7378,AI,0.75,0.463,0,0.1019,0.0,0.0898,0.0,0.1019,No,HAI = keyword exp,,,,2.8444873925016436,0.06116433246066113,,,2.9441450435796033,0.12087985687325546
Bṳinca_2021,42,1,1,1,42.1,42.1.1.1,To trust or to think: cognitive forcing functions can reduce overreliance on AI in AI-assisted decision-making,"Bṳinca, Zana; Malaya, Maja Barbara; Gajos, Krzysztof Z",2021,Healthcare,Proceedings of the ACM on Human-Computer Interaction,"Mixed, Within-Subjects",Dependent Samples,Determine nutritional content,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,HAI = SXAI,Yes,Yes,"Image, Numeric, Text",Carb source detection performance,Accuracy,Up,199,53,98,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.42,0.75,0.56,0.42,0.75,0.56,AI,0.75,0.42,0,0.2184,0.0,0.198,0.0,0.2184,No,HAI = No pred + full exp,,,,0.6690249992781522,0.02138347015432754,,,0.678326012130252,0.030287853491803372
Bṳinca_2021,42,1,2,1,42.1,42.1.2.1,To trust or to think: cognitive forcing functions can reduce overreliance on AI in AI-assisted decision-making,"Bṳinca, Zana; Malaya, Maja Barbara; Gajos, Krzysztof Z",2021,Healthcare,Proceedings of the ACM on Human-Computer Interaction,"Mixed, Within-Subjects",Dependent Samples,Determine nutritional content,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Wizard of Oz,Image,Categorical,Wizard of Oz,Human,No,HAI = CFF,Yes,Yes,"Image, Numeric, Text",Carb source detection performance,Accuracy,Up,199,53,123,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.42,0.75,0.57,0.42,0.75,0.57,AI,0.75,0.42,0,0.2184,0.0,0.2218,0.0,0.2184,No,HAI = Pred + no exp,,,,0.6793911915835331,0.017092644890340056,,,0.6764478834656179,0.028054182332144788
Lee_2021,44,1,1,1,44.1,44.1.1.1,A human-AI collaborative approach for clinical decision making on rehabilitation assessment,"Lee, Min Hun; Siewiorek, Daniel P; Smailagic, Asim; Bernardino, Alexandre; Berm̼dez i Badia, Sergi",2021,Healthcare,Proceedings of the 2021 CHI conference on human factors in computing systems,Other,Dependent Samples,Classify patient motions,Video,Video,No,No,No,No,No,Yes,Binary,Binary,Decide,Deep,Text,Binary,Deep,Human,Yes,"H = traditional, AI = Non-Interactive RB1, HAI = Interactive RB 10",Yes,Yes,"Image, Numeric, Text",F1-Score,Accuracy,Up,5,5,5,Therapists,Specialists (Expert),Not Specified,Yes,No,0.7455,0.6148,0.7787,0.7455,0.6148,0.7787,Human,0.7455,0.6148,1,0.2054,0.1702,0.1315,0.2054,0.1702,No,Non-anchor,,0.17388366749544096,0.32756007572217405,0.17388366749544096,0.32756007572217405,0.9733882812712363,0.36497544437851603,0.9733882812712363,0.36497544437851603
